Time,Load_corrected_for_curtailment,Wind_reference,PV_reference,Day_ahead_forecast
2021-02-25 12:30:00+00:00,1.59,-1.55,-0.28,
2021-02-25 12:45:00+00:00,2.09,-1.4,0.0,2.31
2021-02-25 13:00:00+00:00,2.72,-1.07,0.0,2.2
2021-02-25 13:15:00+00:00,3.36,-0.94,0.0,2.51
2021-02-25 13:30:00+00:00,4.83,-0.61,0.0,2.66
2021-02-25 13:45:00+00:00,5.35,-0.15,-0.55,2.58
2021-02-25 14:00:00+00:00,5.6,-0.16,0.0,2.6
2021-02-25 14:15:00+00:00,5.3,-0.17,0.0,2.66
2021-02-25 14:30:00+00:00,5.42,-0.17,-0.1,2.66
2021-02-25 14:45:00+00:00,5.44,-0.24,-0.47,3.08
2021-02-25 15:00:00+00:00,5.2,-0.33,-0.24,2.98
2021-02-25 15:15:00+00:00,4.9,-0.36,0.0,3.28
2021-02-25 15:30:00+00:00,4.87,-0.34,-0.02,3.81
2021-02-25 15:45:00+00:00,5.49,-0.17,-0.16,4.12
2021-02-25 16:00:00+00:00,5.66,-0.15,-0.15,4.18
2021-02-25 16:15:00+00:00,5.62,-0.22,0.0,4.67
2021-02-25 16:30:00+00:00,5.55,-0.39,0.0,4.93
2021-02-25 16:45:00+00:00,6.09,-0.26,0.0,5.07
2021-02-25 17:00:00+00:00,6.53,-0.12,0.0,4.96
2021-02-25 17:15:00+00:00,6.72,-0.06,0.0,4.88
2021-02-25 17:30:00+00:00,6.71,-0.1,0.0,4.91
2021-02-25 17:45:00+00:00,6.91,-0.01,0.0,5.0
2021-02-25 18:00:00+00:00,6.82,-0.04,0.0,5.47
2021-02-25 18:15:00+00:00,6.65,-0.05,0.0,5.53
2021-02-25 18:30:00+00:00,6.28,-0.17,0.0,5.34
2021-02-25 18:45:00+00:00,5.58,-0.47,0.0,5.27
2021-02-25 19:00:00+00:00,5.42,-0.56,0.0,4.94
2021-02-25 19:15:00+00:00,5.06,-0.59,0.0,4.94
2021-02-25 19:30:00+00:00,4.92,-0.61,0.0,4.7
2021-02-25 19:45:00+00:00,4.72,-0.53,0.0,4.67
2021-02-25 20:00:00+00:00,4.8,-0.45,0.0,4.65
2021-02-25 20:15:00+00:00,4.94,-0.45,0.0,4.64
2021-02-25 20:30:00+00:00,4.83,-0.42,0.0,4.62
2021-02-25 20:45:00+00:00,4.64,-0.39,0.0,4.07
2021-02-25 21:00:00+00:00,4.36,-0.4,0.0,3.8
2021-02-25 21:15:00+00:00,3.8,-0.62,0.0,3.76
2021-02-25 21:30:00+00:00,3.62,-0.66,0.0,3.58
2021-02-25 21:45:00+00:00,3.14,-0.8,0.0,3.45
2021-02-25 22:00:00+00:00,3.58,-0.6,0.0,3.23
2021-02-25 22:15:00+00:00,3.59,-0.6,0.0,3.13
2021-02-25 22:30:00+00:00,3.26,-0.58,0.0,3.1
2021-02-25 22:45:00+00:00,3.33,-0.55,0.0,3.05
2021-02-25 23:00:00+00:00,3.29,-0.48,0.0,2.89
2021-02-25 23:15:00+00:00,3.49,-0.38,0.0,2.83
2021-02-25 23:30:00+00:00,3.49,-0.35,0.0,2.83
2021-02-25 23:45:00+00:00,3.25,-0.41,0.0,2.85
2021-02-26 00:00:00+00:00,3.57,-0.24,0.0,2.9
2021-02-26 00:15:00+00:00,3.47,-0.34,0.0,2.88
2021-02-26 00:30:00+00:00,3.15,-0.36,0.0,2.97
2021-02-26 00:45:00+00:00,3.09,-0.36,0.0,2.77
2021-02-26 01:00:00+00:00,2.89,-0.41,0.0,2.79
2021-02-26 01:15:00+00:00,3.02,-0.35,0.0,2.75
2021-02-26 01:30:00+00:00,2.8,-0.29,0.0,2.83
2021-02-26 01:45:00+00:00,2.81,-0.33,0.0,2.82
2021-02-26 02:00:00+00:00,2.92,-0.28,0.0,2.84
2021-02-26 02:15:00+00:00,2.9,-0.4,0.0,2.82
2021-02-26 02:30:00+00:00,2.72,-0.48,0.0,2.69
2021-02-26 02:45:00+00:00,2.75,-0.48,0.0,2.68
2021-02-26 03:00:00+00:00,3.0,-0.45,0.0,2.76
2021-02-26 03:15:00+00:00,3.0,-0.43,0.0,2.88
2021-02-26 03:30:00+00:00,2.98,-0.46,0.0,2.7
2021-02-26 03:45:00+00:00,2.84,-0.5,0.0,2.84
2021-02-26 04:00:00+00:00,2.79,-0.56,0.0,2.94
2021-02-26 04:15:00+00:00,2.91,-0.56,0.0,2.97
2021-02-26 04:30:00+00:00,2.95,-0.61,0.0,2.95
2021-02-26 04:45:00+00:00,2.97,-0.66,0.0,3.03
2021-02-26 05:00:00+00:00,3.42,-0.59,0.0,3.14
2021-02-26 05:15:00+00:00,3.49,-0.61,0.0,3.21
2021-02-26 05:30:00+00:00,3.66,-0.63,0.0,3.86
2021-02-26 05:45:00+00:00,3.81,-0.67,0.0,4.17
2021-02-26 06:00:00+00:00,3.86,-0.71,0.0,4.23
2021-02-26 06:15:00+00:00,3.77,-0.84,0.0,4.38
2021-02-26 06:30:00+00:00,4.41,-0.77,0.0,4.65
2021-02-26 06:45:00+00:00,4.98,-0.57,0.0,4.61
2021-02-26 07:00:00+00:00,5.15,-0.5,0.0,4.27
2021-02-26 07:15:00+00:00,5.11,-0.52,-0.12,4.3
2021-02-26 07:30:00+00:00,5.09,-0.42,-0.32,4.45
2021-02-26 07:45:00+00:00,4.68,-0.56,-0.55,4.6
2021-02-26 08:00:00+00:00,4.22,-0.66,-0.75,4.31
2021-02-26 08:15:00+00:00,3.53,-0.81,-0.96,4.36
2021-02-26 08:30:00+00:00,3.26,-0.73,-1.16,4.26
2021-02-26 08:45:00+00:00,2.89,-0.63,-1.37,4.0
2021-02-26 09:00:00+00:00,2.1,-0.87,-1.57,3.91
2021-02-26 09:15:00+00:00,1.91,-0.82,-1.84,3.36
2021-02-26 09:30:00+00:00,2.22,-0.62,-2.02,3.27
2021-02-26 09:45:00+00:00,2.13,-0.54,-2.29,3.01
2021-02-26 10:00:00+00:00,1.31,-0.78,-2.49,2.76
2021-02-26 10:15:00+00:00,1.11,-0.78,-2.61,2.78
2021-02-26 10:30:00+00:00,1.12,-0.84,-2.61,2.78
2021-02-26 10:45:00+00:00,0.67,-0.96,-2.32,2.8
2021-02-26 11:00:00+00:00,0.09,-1.0,-2.36,2.76
2021-02-26 11:15:00+00:00,-0.33,-1.06,-2.4,2.55
2021-02-26 11:30:00+00:00,-0.8,-1.26,-1.92,2.45
2021-02-26 11:45:00+00:00,-0.5,-1.08,-2.55,2.3
2021-02-26 12:00:00+00:00,-0.73,-1.19,-2.65,2.4
2021-02-26 12:15:00+00:00,-0.62,-1.23,-1.71,2.19
2021-02-26 12:30:00+00:00,-0.47,-1.21,-3.02,2.22
2021-02-26 12:45:00+00:00,-0.26,-1.12,-3.14,2.24
2021-02-26 13:00:00+00:00,0.14,-0.85,-2.69,2.14
2021-02-26 13:15:00+00:00,0.07,-0.91,-2.66,2.22
2021-02-26 13:30:00+00:00,-0.4,-1.36,-2.57,2.13
2021-02-26 13:45:00+00:00,-0.39,-1.37,-2.38,2.48
2021-02-26 14:00:00+00:00,0.35,-1.26,-2.62,2.63
2021-02-26 14:15:00+00:00,0.38,-1.46,-2.36,2.97
2021-02-26 14:30:00+00:00,0.22,-1.67,-1.6,3.16
2021-02-26 14:45:00+00:00,0.87,-1.41,-1.02,3.55
2021-02-26 15:00:00+00:00,1.6,-1.13,-0.91,3.87
2021-02-26 15:15:00+00:00,1.81,-1.2,-0.76,3.76
2021-02-26 15:30:00+00:00,2.52,-1.02,-0.43,3.75
2021-02-26 15:45:00+00:00,3.03,-0.86,-0.41,3.92
2021-02-26 16:00:00+00:00,3.46,-0.91,-0.27,4.11
2021-02-26 16:15:00+00:00,3.71,-0.86,-0.07,4.45
2021-02-26 16:30:00+00:00,4.29,-0.77,0.0,4.45
2021-02-26 16:45:00+00:00,4.7,-0.83,0.0,4.74
2021-02-26 17:00:00+00:00,4.81,-0.92,0.0,4.98
2021-02-26 17:15:00+00:00,4.97,-0.85,0.0,5.4
2021-02-26 17:30:00+00:00,5.14,-0.77,0.0,5.38
2021-02-26 17:45:00+00:00,6.05,-0.29,0.0,5.25
2021-02-26 18:00:00+00:00,6.11,-0.46,0.0,5.29
2021-02-26 18:15:00+00:00,5.98,-0.43,0.0,5.63
2021-02-26 18:30:00+00:00,5.88,-0.42,0.0,5.31
2021-02-26 18:45:00+00:00,5.88,-0.29,0.0,5.3
2021-02-26 19:00:00+00:00,6.0,-0.14,0.0,5.34
2021-02-26 19:15:00+00:00,5.55,-0.34,0.0,5.23
2021-02-26 19:30:00+00:00,5.37,-0.39,0.0,5.24
2021-02-26 19:45:00+00:00,5.37,-0.31,0.0,5.15
2021-02-26 20:00:00+00:00,5.24,-0.27,0.0,4.98
2021-02-26 20:15:00+00:00,5.11,-0.29,0.0,4.91
2021-02-26 20:30:00+00:00,5.09,-0.17,0.0,4.76
2021-02-26 20:45:00+00:00,4.98,-0.12,0.0,4.68
2021-02-26 21:00:00+00:00,4.65,-0.13,0.0,3.94
2021-02-26 21:15:00+00:00,4.44,-0.25,0.0,3.87
2021-02-26 21:30:00+00:00,3.93,-0.37,0.0,3.64
2021-02-26 21:45:00+00:00,3.73,-0.39,0.0,3.78
2021-02-26 22:00:00+00:00,3.32,-0.4,0.0,3.47
2021-02-26 22:15:00+00:00,3.27,-0.4,0.0,3.56
2021-02-26 22:30:00+00:00,3.4,-0.27,0.0,3.49
2021-02-26 22:45:00+00:00,3.31,-0.27,0.0,3.43
2021-02-26 23:00:00+00:00,3.08,-0.26,0.0,3.34
2021-02-26 23:15:00+00:00,2.93,-0.24,0.0,3.05
2021-02-26 23:30:00+00:00,2.8,-0.29,0.0,3.04
2021-02-26 23:45:00+00:00,2.78,-0.29,0.0,2.57
2021-02-27 00:00:00+00:00,2.48,-0.37,0.0,2.46
2021-02-27 00:15:00+00:00,2.32,-0.49,0.0,2.43
2021-02-27 00:30:00+00:00,2.42,-0.4,0.0,2.47
2021-02-27 00:45:00+00:00,2.27,-0.44,0.0,2.92
2021-02-27 01:00:00+00:00,2.38,-0.34,0.0,2.43
2021-02-27 01:15:00+00:00,2.68,-0.24,0.0,2.41
2021-02-27 01:30:00+00:00,2.74,-0.24,0.0,2.32
2021-02-27 01:45:00+00:00,2.85,-0.1,0.0,2.23
2021-02-27 02:00:00+00:00,2.9,-0.08,0.0,2.26
2021-02-27 02:15:00+00:00,2.71,-0.16,0.0,2.17
2021-02-27 02:30:00+00:00,2.78,-0.2,0.0,2.17
2021-02-27 02:45:00+00:00,2.59,-0.22,0.0,2.19
2021-02-27 03:00:00+00:00,2.37,-0.21,0.0,2.26
2021-02-27 03:15:00+00:00,2.52,-0.21,0.0,2.53
2021-02-27 03:30:00+00:00,2.78,-0.06,0.0,2.17
2021-02-27 03:45:00+00:00,2.75,-0.05,0.0,2.16
2021-02-27 04:00:00+00:00,2.82,-0.03,0.0,2.71
2021-02-27 04:15:00+00:00,2.82,-0.05,0.0,2.74
2021-02-27 04:30:00+00:00,2.98,0.01,0.0,2.77
2021-02-27 04:45:00+00:00,3.1,-0.01,0.0,2.85
2021-02-27 05:00:00+00:00,3.06,-0.01,0.0,2.94
2021-02-27 05:15:00+00:00,3.16,0.0,0.0,3.1
2021-02-27 05:30:00+00:00,3.28,0.0,0.0,3.15
2021-02-27 05:45:00+00:00,3.24,0.0,0.0,3.05
2021-02-27 06:00:00+00:00,3.44,0.0,0.0,3.15
2021-02-27 06:15:00+00:00,3.51,-0.02,0.0,3.36
2021-02-27 06:30:00+00:00,3.74,-0.03,0.0,3.32
2021-02-27 06:45:00+00:00,3.77,-0.02,0.0,3.18
2021-02-27 07:00:00+00:00,3.76,-0.06,0.0,3.16
2021-02-27 07:15:00+00:00,3.87,-0.05,0.0,3.16
2021-02-27 07:30:00+00:00,4.18,0.01,-0.02,3.31
2021-02-27 07:45:00+00:00,4.15,0.0,-0.2,3.46
2021-02-27 08:00:00+00:00,4.12,0.0,-0.29,3.05
2021-02-27 08:15:00+00:00,3.78,-0.09,-0.3,2.15
2021-02-27 08:30:00+00:00,3.49,-0.12,-0.32,1.96
2021-02-27 08:45:00+00:00,3.39,-0.12,-0.33,1.96
2021-02-27 09:00:00+00:00,3.11,-0.22,-0.51,1.63
2021-02-27 09:15:00+00:00,3.28,-0.21,-0.52,1.71
2021-02-27 09:30:00+00:00,3.48,0.01,-0.37,1.75
2021-02-27 09:45:00+00:00,3.38,-0.1,-0.48,1.34
2021-02-27 10:00:00+00:00,3.53,-0.02,-0.46,1.04
2021-02-27 10:15:00+00:00,3.38,0.01,-0.52,1.16
2021-02-27 10:30:00+00:00,3.01,0.0,-0.6,1.3
2021-02-27 10:45:00+00:00,2.36,0.0,-0.78,1.21
2021-02-27 11:00:00+00:00,2.66,0.0,-1.14,1.21
2021-02-27 11:15:00+00:00,2.52,0.0,-1.26,1.22
2021-02-27 11:30:00+00:00,2.24,0.0,-1.42,1.39
2021-02-27 11:45:00+00:00,1.73,0.0,-1.18,1.34
2021-02-27 12:00:00+00:00,1.45,0.0,-1.41,1.22
2021-02-27 12:15:00+00:00,0.67,0.0,-1.3,1.29
2021-02-27 12:30:00+00:00,0.34,0.0,-1.62,1.54
2021-02-27 12:45:00+00:00,-0.19,0.0,-1.83,1.89
2021-02-27 13:00:00+00:00,-0.06,0.0,-2.81,1.88
2021-02-27 13:15:00+00:00,-0.08,0.0,-2.75,2.18
2021-02-27 13:30:00+00:00,0.07,0.0,-2.63,0.905
2021-02-27 13:45:00+00:00,-0.02,-0.11,-2.54,1.36
2021-02-27 14:00:00+00:00,0.29,-0.11,-2.44,1.72
2021-02-27 14:15:00+00:00,0.45,-0.04,-1.61,1.67
2021-02-27 14:30:00+00:00,0.58,-0.02,-1.1,1.95
2021-02-27 14:45:00+00:00,0.72,-0.03,-1.53,2.25
2021-02-27 15:00:00+00:00,0.85,-0.07,-1.5,2.46
2021-02-27 15:15:00+00:00,1.44,-0.04,-1.31,2.55
2021-02-27 15:30:00+00:00,2.15,0.0,-1.12,2.56
2021-02-27 15:45:00+00:00,2.93,0.0,-0.88,2.62
2021-02-27 16:00:00+00:00,3.48,0.0,-0.68,3.08
2021-02-27 16:15:00+00:00,3.77,0.0,-0.52,3.08
2021-02-27 16:30:00+00:00,4.07,0.01,-0.3,3.22
2021-02-27 16:45:00+00:00,4.55,0.0,-0.13,3.26
2021-02-27 17:00:00+00:00,4.97,0.02,0.0,4.41
2021-02-27 17:15:00+00:00,5.08,0.0,0.0,4.65
2021-02-27 17:30:00+00:00,5.3,0.0,0.0,4.6
2021-02-27 17:45:00+00:00,5.35,0.0,0.0,4.35
2021-02-27 18:00:00+00:00,5.51,0.01,0.0,4.59
2021-02-27 18:15:00+00:00,5.43,0.0,0.0,4.4
2021-02-27 18:30:00+00:00,5.12,0.0,0.0,4.42
2021-02-27 18:45:00+00:00,4.93,0.0,0.0,4.53
2021-02-27 19:00:00+00:00,4.83,0.0,0.0,4.43
2021-02-27 19:15:00+00:00,4.83,0.0,0.0,4.44
2021-02-27 19:30:00+00:00,4.82,0.0,0.0,4.55
2021-02-27 19:45:00+00:00,4.65,0.0,0.0,4.36
2021-02-27 20:00:00+00:00,4.57,0.0,0.0,3.97
2021-02-27 20:15:00+00:00,4.57,0.02,0.0,3.72
2021-02-27 20:30:00+00:00,4.46,0.0,0.0,3.64
2021-02-27 20:45:00+00:00,4.31,-0.02,0.0,3.61
2021-02-27 21:00:00+00:00,4.24,0.01,0.0,3.53
2021-02-27 21:15:00+00:00,4.06,0.01,0.0,3.42
2021-02-27 21:30:00+00:00,3.86,0.0,0.0,3.49
2021-02-27 21:45:00+00:00,3.75,0.0,0.0,3.44
2021-02-27 22:00:00+00:00,3.74,0.02,0.0,3.42
2021-02-27 22:15:00+00:00,3.71,0.02,0.0,3.38
2021-02-27 22:30:00+00:00,3.49,0.0,0.0,3.1
2021-02-27 22:45:00+00:00,3.43,0.0,0.0,3.1
2021-02-27 23:00:00+00:00,3.27,0.0,0.0,3.04
2021-02-27 23:15:00+00:00,3.26,0.0,0.0,2.97
2021-02-27 23:30:00+00:00,3.13,0.0,0.0,2.83
2021-02-27 23:45:00+00:00,3.0,0.0,0.0,2.65
2021-02-28 00:00:00+00:00,2.81,0.0,0.0,2.64
2021-02-28 00:15:00+00:00,2.77,0.0,0.0,2.63
2021-02-28 00:30:00+00:00,2.7,0.0,0.0,2.61
2021-02-28 00:45:00+00:00,2.7,0.0,0.0,2.54
2021-02-28 01:00:00+00:00,2.73,0.0,0.0,2.51
2021-02-28 01:15:00+00:00,2.69,0.0,0.0,2.56
2021-02-28 01:30:00+00:00,2.68,0.0,0.0,2.5
2021-02-28 01:45:00+00:00,2.69,0.0,0.0,2.41
2021-02-28 02:00:00+00:00,2.68,0.0,0.0,2.4
2021-02-28 02:15:00+00:00,2.69,0.0,0.0,2.5
2021-02-28 02:30:00+00:00,2.76,0.0,0.0,2.56
2021-02-28 02:45:00+00:00,2.66,0.0,0.0,2.51
2021-02-28 03:00:00+00:00,2.66,0.0,0.0,2.5
2021-02-28 03:15:00+00:00,2.64,0.0,0.0,2.48
2021-02-28 03:30:00+00:00,2.73,0.0,0.0,2.48
2021-02-28 03:45:00+00:00,2.76,0.0,0.0,2.55
2021-02-28 04:00:00+00:00,2.77,0.0,0.0,2.5
2021-02-28 04:15:00+00:00,2.75,0.0,0.0,2.54
2021-02-28 04:30:00+00:00,2.81,0.0,0.0,2.84
2021-02-28 04:45:00+00:00,2.88,0.0,0.0,2.9
2021-02-28 05:00:00+00:00,2.94,0.0,0.0,2.91
2021-02-28 05:15:00+00:00,3.03,0.0,0.0,3.03
2021-02-28 05:30:00+00:00,3.12,0.0,0.0,3.09
2021-02-28 05:45:00+00:00,3.16,0.0,0.0,3.09
2021-02-28 06:00:00+00:00,3.15,0.0,0.0,3.1
2021-02-28 06:15:00+00:00,3.06,0.0,0.0,3.18
2021-02-28 06:30:00+00:00,3.06,0.0,0.0,3.16
2021-02-28 06:45:00+00:00,3.13,0.0,0.0,3.18
2021-02-28 07:00:00+00:00,3.24,0.0,0.0,3.19
2021-02-28 07:15:00+00:00,3.29,0.0,-0.08,3.05
2021-02-28 07:30:00+00:00,3.33,0.0,-0.23,3.33
2021-02-28 07:45:00+00:00,3.25,0.0,-0.3,3.17
2021-02-28 08:00:00+00:00,3.21,0.0,-0.42,3.17
2021-02-28 08:15:00+00:00,3.18,0.0,-0.51,3.05
2021-02-28 08:30:00+00:00,3.24,0.0,-0.58,2.94
2021-02-28 08:45:00+00:00,3.16,0.0,-0.67,2.75
2021-02-28 09:00:00+00:00,3.2,0.0,-0.73,2.91
2021-02-28 09:15:00+00:00,3.18,0.0,-0.79,2.89
2021-02-28 09:30:00+00:00,3.16,0.0,-0.83,2.65
2021-02-28 09:45:00+00:00,3.03,0.0,-0.91,2.83
2021-02-28 10:00:00+00:00,2.78,0.0,-0.89,2.86
2021-02-28 10:15:00+00:00,2.77,0.0,-0.91,2.86
2021-02-28 10:30:00+00:00,2.66,0.0,-0.88,2.83
2021-02-28 10:45:00+00:00,2.66,0.0,-0.92,2.77
2021-02-28 11:00:00+00:00,2.77,0.0,-0.87,2.57
2021-02-28 11:15:00+00:00,2.99,0.0,-0.91,2.68
2021-02-28 11:30:00+00:00,2.88,0.0,-0.83,2.44
2021-02-28 11:45:00+00:00,2.6,0.0,-0.91,2.44
2021-02-28 12:00:00+00:00,2.48,0.0,-1.0,2.47
2021-02-28 12:15:00+00:00,2.54,0.0,-0.97,2.16
2021-02-28 12:30:00+00:00,2.55,0.0,-1.07,2.06
2021-02-28 12:45:00+00:00,2.63,0.0,-0.98,1.95
2021-02-28 13:00:00+00:00,2.68,0.0,-0.81,1.99
2021-02-28 13:15:00+00:00,2.86,0.0,-0.84,2.28
2021-02-28 13:30:00+00:00,2.91,0.0,-0.77,2.04
2021-02-28 13:45:00+00:00,2.84,0.0,-0.6,2.39
2021-02-28 14:00:00+00:00,2.92,0.0,-0.62,2.61
2021-02-28 14:15:00+00:00,2.96,0.0,-0.59,2.59
2021-02-28 14:30:00+00:00,3.0,0.0,-0.62,2.71
2021-02-28 14:45:00+00:00,3.09,0.0,-0.45,2.63
2021-02-28 15:00:00+00:00,3.14,0.0,-0.41,2.7
2021-02-28 15:15:00+00:00,3.27,0.0,-0.38,2.77
2021-02-28 15:30:00+00:00,3.35,0.0,-0.29,2.76
2021-02-28 15:45:00+00:00,3.56,0.0,-0.26,2.75
2021-02-28 16:00:00+00:00,3.8,0.0,-0.17,2.88
2021-02-28 16:15:00+00:00,4.06,0.0,0.0,2.95
2021-02-28 16:30:00+00:00,4.48,0.0,0.0,3.54
2021-02-28 16:45:00+00:00,4.85,0.0,0.0,3.63
2021-02-28 17:00:00+00:00,5.02,0.0,0.0,3.75
2021-02-28 17:15:00+00:00,4.99,0.0,0.0,4.12
2021-02-28 17:30:00+00:00,5.06,0.0,0.0,4.55
2021-02-28 17:45:00+00:00,5.16,0.0,0.0,4.65
2021-02-28 18:00:00+00:00,5.23,0.0,0.0,4.41
2021-02-28 18:15:00+00:00,5.24,0.0,0.0,4.49
2021-02-28 18:30:00+00:00,5.02,0.0,0.0,4.42
2021-02-28 18:45:00+00:00,4.97,0.0,0.0,4.29
2021-02-28 19:00:00+00:00,4.93,0.0,0.0,4.42
2021-02-28 19:15:00+00:00,4.89,0.0,0.0,4.39
2021-02-28 19:30:00+00:00,4.82,0.0,0.0,4.05
2021-02-28 19:45:00+00:00,4.69,0.0,0.0,4.02
2021-02-28 20:00:00+00:00,4.52,0.0,0.0,3.92
2021-02-28 20:15:00+00:00,4.45,0.0,0.0,3.85
2021-02-28 20:30:00+00:00,4.36,0.0,0.0,3.68
2021-02-28 20:45:00+00:00,4.19,0.0,0.0,3.52
2021-02-28 21:00:00+00:00,4.13,0.0,0.0,3.59
2021-02-28 21:15:00+00:00,4.0,0.0,0.0,3.27
2021-02-28 21:30:00+00:00,3.9,0.0,0.0,3.41
2021-02-28 21:45:00+00:00,3.9,0.0,0.0,3.47
2021-02-28 22:00:00+00:00,3.76,-0.02,0.0,3.36
2021-02-28 22:15:00+00:00,3.5,0.0,0.0,3.33
2021-02-28 22:30:00+00:00,3.47,-0.01,0.0,3.23
2021-02-28 22:45:00+00:00,3.34,-0.01,0.0,3.19
2021-02-28 23:00:00+00:00,3.31,0.0,0.0,3.22
2021-02-28 23:15:00+00:00,3.32,0.01,0.0,2.94
2021-02-28 23:30:00+00:00,3.33,0.01,0.0,2.9
2021-02-28 23:45:00+00:00,3.17,0.0,0.0,2.83
2021-03-01 00:00:00+00:00,3.14,0.0,0.0,3.11
2021-03-01 00:15:00+00:00,3.16,0.0,0.0,3.11
2021-03-01 00:30:00+00:00,3.11,0.01,0.0,3.13
2021-03-01 00:45:00+00:00,2.99,0.0,0.0,3.08
2021-03-01 01:00:00+00:00,2.98,0.0,0.0,2.98
2021-03-01 01:15:00+00:00,2.99,0.0,0.0,2.96
2021-03-01 01:30:00+00:00,3.01,0.0,0.0,2.9
2021-03-01 01:45:00+00:00,3.01,0.0,0.0,2.88
2021-03-01 02:00:00+00:00,3.05,0.0,0.0,2.87
2021-03-01 02:15:00+00:00,3.05,0.0,0.0,2.85
2021-03-01 02:30:00+00:00,3.16,0.0,0.0,2.86
2021-03-01 02:45:00+00:00,3.31,0.0,0.0,2.88
2021-03-01 03:00:00+00:00,3.49,0.0,0.0,2.94
2021-03-01 03:15:00+00:00,3.58,0.0,0.0,2.88
2021-03-01 03:30:00+00:00,3.68,0.0,0.0,2.89
2021-03-01 03:45:00+00:00,3.77,0.01,0.0,2.87
2021-03-01 04:00:00+00:00,3.75,-0.01,0.0,2.91
2021-03-01 04:15:00+00:00,3.88,-0.03,0.0,2.85
2021-03-01 04:30:00+00:00,4.06,-0.01,0.0,3.14
2021-03-01 04:45:00+00:00,4.25,0.0,0.0,3.26
2021-03-01 05:00:00+00:00,4.67,0.0,0.0,3.21
2021-03-01 05:15:00+00:00,5.0,0.01,0.0,3.32
2021-03-01 05:30:00+00:00,5.31,0.0,0.0,3.54
2021-03-01 05:45:00+00:00,5.62,0.01,0.0,3.72
2021-03-01 06:00:00+00:00,5.88,0.01,0.0,3.77
2021-03-01 06:15:00+00:00,5.92,-0.02,0.0,3.81
2021-03-01 06:30:00+00:00,5.77,-0.16,0.0,3.81
2021-03-01 06:45:00+00:00,5.68,-0.33,0.0,3.86
2021-03-01 07:00:00+00:00,5.63,-0.36,0.0,4.03
2021-03-01 07:15:00+00:00,5.73,-0.36,0.0,3.88
2021-03-01 07:30:00+00:00,5.71,-0.4,-0.03,3.78
2021-03-01 07:45:00+00:00,5.7,-0.34,-0.15,3.64
2021-03-01 08:00:00+00:00,5.63,-0.31,-0.21,3.48
2021-03-01 08:15:00+00:00,5.84,-0.24,-0.28,3.16
2021-03-01 08:30:00+00:00,5.83,-0.15,-0.4,2.77
2021-03-01 08:45:00+00:00,5.63,-0.1,-0.43,2.67
2021-03-01 09:00:00+00:00,5.48,-0.1,-0.5,2.77
2021-03-01 09:15:00+00:00,5.58,-0.08,-0.52,2.76
2021-03-01 09:30:00+00:00,5.55,-0.19,-0.69,2.95
2021-03-01 09:45:00+00:00,5.69,-0.06,-0.68,2.82
2021-03-01 10:00:00+00:00,5.55,-0.02,-0.68,2.91
2021-03-01 10:15:00+00:00,5.75,-0.04,-0.68,2.52
2021-03-01 10:30:00+00:00,5.52,-0.09,-0.87,2.23
2021-03-01 10:45:00+00:00,5.19,-0.2,-1.08,2.21
2021-03-01 11:00:00+00:00,4.73,-0.11,-1.24,1.86
2021-03-01 11:15:00+00:00,3.94,-0.14,-1.71,1.69
2021-03-01 11:30:00+00:00,3.11,-0.22,-1.84,1.5
2021-03-01 11:45:00+00:00,2.08,-0.22,-1.58,1.46
2021-03-01 12:00:00+00:00,1.92,-0.29,-2.84,1.44
2021-03-01 12:15:00+00:00,1.88,-0.33,-3.19,1.37
2021-03-01 12:30:00+00:00,1.67,-0.31,-3.16,1.36
2021-03-01 12:45:00+00:00,1.7,-0.28,-3.1,1.53
2021-03-01 13:00:00+00:00,1.58,-0.36,-3.01,1.59
2021-03-01 13:15:00+00:00,1.77,-0.24,-2.95,1.44
2021-03-01 13:30:00+00:00,1.93,-0.28,-2.85,1.54
2021-03-01 13:45:00+00:00,2.13,-0.31,-2.75,1.8
2021-03-01 14:00:00+00:00,2.48,-0.38,-2.62,1.99
2021-03-01 14:15:00+00:00,2.71,-0.45,-2.44,1.86
2021-03-01 14:30:00+00:00,2.81,-0.46,-2.25,2.26
2021-03-01 14:45:00+00:00,3.18,-0.5,-2.05,2.74
2021-03-01 15:00:00+00:00,3.53,-0.52,-1.8,2.54
2021-03-01 15:15:00+00:00,3.74,-0.51,-1.46,2.97
2021-03-01 15:30:00+00:00,3.91,-0.5,-1.2,3.13
2021-03-01 15:45:00+00:00,3.93,-0.51,-1.0,3.62
2021-03-01 16:00:00+00:00,4.32,-0.44,-0.7,3.62
2021-03-01 16:15:00+00:00,4.85,-0.49,-0.54,3.96
2021-03-01 16:30:00+00:00,5.45,-0.35,-0.35,4.61
2021-03-01 16:45:00+00:00,5.69,-0.31,-0.11,4.69
2021-03-01 17:00:00+00:00,5.68,-0.37,0.0,4.67
2021-03-01 17:15:00+00:00,5.46,-0.47,0.0,4.9
2021-03-01 17:30:00+00:00,5.23,-0.58,0.0,4.8
2021-03-01 17:45:00+00:00,5.43,-0.56,0.0,4.54
2021-03-01 18:00:00+00:00,5.16,-0.63,0.0,4.56
2021-03-01 18:15:00+00:00,5.08,-0.72,0.0,4.59
2021-03-01 18:30:00+00:00,5.46,-0.65,0.0,4.66
2021-03-01 18:45:00+00:00,5.45,-0.52,0.0,4.42
